address,area,book_table,can_order_via_zomato,cost_for_two,cuisine,delivery_reviews,dining_reviews,discount,featured_in,has_menu_available,location,min_amnt_for_discount,rating,res_link,rest_name,rest_type,review_rating,reviews
" 43/A, 1st Main, Near Wipro Park, Jakkasandra Road, Koramangala 1st Block, Bangalore",Koramangala 1st Block,1,Yes,"Rs. 1,200","Finger Food,, ,North Indian",,2001,,Happy Hours,1,,,4.4,https://www.zomato.com/bangalore/b-hive-koramangala-1st-block,"B-hive
                                    ",Pub,"4.0,5.0,4.0,5.0,5.0","I loved their service , the waiter took great care of us. Love the ambience , it actually looked like a B-Hive. I had a lot of fun,looking forward to visit again. Must try pepper chicken , it was delicious 😋,We went on Sunday, so there was not much crowd there. But we loved the place and the ambience was good too. Food, we ordered chicken wings, which were good, a lil dry but spicy, that's what I was looking for. Peanut masala and dragon chicken were amazing and the quantity was quite a lot. Nachos could have been better, but again quantity was a lot. It was my 4th time visiting b hive. The beer was not diluted unlike other places we have been to. We were served by Auron. The guy was super friendly and kind."
" G-6, Pankaj Plaza, Surajmal Vihar Market, Anand Vihar, New Delhi",Anand Vihar,0,Yes,Rs. 150,"Mithai,, ,Street Food,, ,Fast Food","16,7",,10,,1,,,4.2,https://www.zomato.com/ncr/sona-mithai-wala-anand-vihar-new-delhi,"Sona Mithai Wala
                                    ",Sweet Shop,"3.0,5.0,4.0,4.0,5.0","East Delhi best delicious sweets shop,This is the place where you get the best dhokla. ,Even  I will rate dhokla of this shop better than HALDIRAM. ,Golgappe(paani poori)  is also awesome and comes with two variations of spicy water ( sweet and sour)."
" 428/ SF - 2, Shakti Khand 1, Indirapuram, Ghaziabad",Indirapuram,0,Yes,Rs. 500,"North Indian,, ,Chinese","2,619",,15,,1,,,3.1,https://www.zomato.com/ncr/spring-onion-indirapuram-ghaziabad,"Spring Onion
                                    ",North Indian,"5.0,5.0,5.0,5.0,5.0",
" 5 & 6, Garden City, 30 Feet Road, KR Puram, Bangalore",KR Puram,0,Yes,Rs. 300,"Bihari,, ,North Indian,, ,Beverages","1,352",,,,1,,,4.1,https://www.zomato.com/bangalore/eatlocal-online-kr-puram-bangalore,"eatLocal.online
                                    ",Quick Bites,"5.0,5.0,5.0,1.0,1.0",
" 90/4, 3rd Floor, Outer Ring Road, Munnekolala Village, Marathahalli, Bangalore",Marathahalli,0,Yes,Rs. 400,BBQ,485,,,,1,,,3.7,https://www.zomato.com/bangalore/express-by-abs-marathahalli-bangalore,"Express by ABs
                                    ",BBQ,"5.0,1.0,5.0,5.0,5.0",I ordered mini paneer curry combow so good was hot and very delicious.
" 306, Ground Floor, HRBR Layout, Hennur Main Road, Kammanhalli Bangalore",Kammanahalli,1,Yes,Rs. 700,North Indian,"1,044",217,,,1,,,"4.0,4.2",https://www.zomato.com/bangalore/have-more-kammanahalli,"Have More
                                    ",Casual Dining,"4.0,1.0,3.0,5.0,5.0",
" 1, Appaiah Garden, Near Govt. Girls School, Jogupalaya, Ulsoor, Bangalore",Ulsoor,0,Yes,Rs. 200,"Beverages,, ,Juices","1,436",18,,,1,,,"2.9,3.8",https://www.zomato.com/bangalore/popat-juice-junction-ulsoor-bangalore,"Popat Juice Junction
                                    ",Beverage Shop,"5.0,5.0,1.0,5.0,1.0","Such a horrible place . I ordered one mixed fruit salad . they send some bananas and watermelon for  130 rs . In the menu they are showing another picture. Don’t choose this place guys.,Really amazing food. First time some restaurant actually followed the instructions. Worth the money. Thanks a lot. Masala Maggie is a must try.,It's summer. And i have been craving kitkat shakes a lot these days. So, this time it was popat's chance. And the shake was not like a shake, it was water with pieces of kit kat in it and tasted weird. I was super disappointed with the quality. Now I'm out of 120bucks with no shake. Couldn't drink it. I hope you can make the quality better."
" 65, Ground Floor, Teachers Colony, 5th Main, 1st Avenue, Near Sapna Store, Koramangala 1st Block, Bangalore",Koramangala 1st Block,0,Yes,Rs. 400,North Indian,630,20,10,,1,,,"3.9,3.9",https://www.zomato.com/bangalore/indori-poha-koramangala-1st-block-bangalore,"Indori Poha
                                    ",Quick Bites,"5.0,5.0,5.0,5.0,5.0",Staying in close this is the closest you get to an indori poha. Absolutely loved it. Its fresh and tasty. Same goes for vada pav 👌
" V2, 3rd Cross, Near Canara Bank, Phase 1, Electronic City, Bangalore",Electronic City,0,No,Rs. 700,"Andhra,, ,Biryani,, ,South Indian",131,18,,,1,,,"3.2,3.7",https://www.zomato.com/bangalore/mirchi-house-electronic-city-bangalore,"Mirchi House
                                    ",Casual Dining,"1.0,5.0,5.0,5.0,5.0","Horrible horrible horrible service. The server is not understanding half of what we were trying to order, which is understandably okay upto some range. We had ordered for lemon chicken...tasted terrible..the chicken was not fresh at all..phulaks were served - not properly cooked and cold. Chicken gravy was edible. And cherry on top was the icecream, which we had made the mistake of ordering..other than vanilla and chocolate they basically had nothing..and whatever they served tasted like some cheap quality local brand.,Good service good food . i came here first time is really nice ambiance is good prity croud ..,This is a classy yet economic place to have lunch and dinner dates. I really liked this place. The waiters are amazing and they serve extremely well. The food is yummy. We ate veg fried rice, paneer butter masala, rotis ... All are super tasty. The ambience is very classy and the place is extremely well maintained. The prices are super reasonable. I am very happy with the place. I look forward to visit this place again and again."
" 4C, 118, OMBR Layout, Banaswadi, Bangalore",Banaswadi,0,Yes,Rs. 700,Chinese,56,19,,,1,,,"3.6,3.8",https://www.zomato.com/bangalore/heavenly-beijing-banaswadi-bangalore,"Heavenly Beijing
                                    ",Casual Dining,"5.0,4.0,5.0,5.0,3.0","Let me tell you that it is not a fancy restaurant. They have renovated the place recently and I think its done decently. The food is good specially at the price they offer it for. Do try the lemon coriander soup. I would suggest to visit the place if you are in vicinity of Banaswadi!! Overall thumbs up.,First things first, the interiors were much nicer when this place was sizzling shechuan. The wallpaper is gaudy and the ambiance doesn't do justice to the name at all.,My visit happened to be a quick dinner by myself. The place was absolutely empty when I got there.,I ordered a vegetarian combo. I expected it to be one plateful of food. It turned out to be three bowls - one full of fried rice, one of noodles and one of veg ball manchurian. There was also a plateful of Gobi manchurian and fried baby corn. I was pleasantly surprised by the sheer quantity of the food that they offered at that price.,Coming to the taste, I found it a little bland. All of it for that matter. It would have been...,read more"
" 514, Outer Ring Road, Veerannapalya, Nagawara, Bangalore",Nagawara,0,Yes,"Rs. 1,200","Continental,, ,North Indian,, ,Chinese,, ,Finger Food",,284,,,1,,,4.0,https://www.zomato.com/bangalore/gravity-bar-grill-nagawara-bangalore,"Gravity Bar & Grill
                                    ",Casual Dining,"1.0,1.0,5.0,3.0,1.0","We had planned for my best friend's bday there not knowing how bad the place is. They did not have a music system, whatever food we ask, they said that they do not have it, did not have the basics either like Breezer... They've kept the menu card for show but do not have anything except very few items listed, poor ambience... Billed incorrectly... They had added items in the bill and charged us for items which were mentioned as not available... Ruined the most important day... Wouldn't recommend anyone to even hangout there to kill time...,Good ambience. Chicken starters were good. Veg starters were not as good as non-veg. Service is a bit slower. Cocktails we're well done, but not great.,Super poor service. Didn't get food even after waiting for hours. No tables were empty. Cheap crowd and poor management."
" Shop S 18, Second Floor, Select City Walk A3, Saket, New Delhi","Select Citywalk Mall, Saket",0,No,"Rs. 1,800","Cafe,, ,American,, ,Desserts,, ,Beverages",407,738,,Great Cafes,1,,,"4.0,4.1",https://www.zomato.com/ncr/ihop-1-saket-new-delhi,"IHOP
                                    ",Café,"4.0,4.0,3.0,4.0,3.0","I prefer IHOP, Saket over IHOP, Gurgaon because they have a wider range of pancakes, that include sweet pancakes🥞!,.,Always up for their Normal Buttermilk 🥞 because they’re SO fluffy (📷3&4) is what dreams are made of 🌈! Don’t forget to top them with tonnesss of MAPLE SYRUP 🍁,.,Also pictured is the “Meaty Mighty Omelette” which was a tad bit disappointing, extremely low on flavour, overstuffed with BIG chunks of meat 🤢 .,NOT pictures are two glasses of Fresh Orange juice 🍊 which we had to send back because it seemed really old and they didn’t accept that, it just didn’t taste fresh ☹️,.,I’d recommend...,read more,I’ve been here couple of times. Both times I found their traditional pancake to be quite dry. It is better to order the flavoured pancakes which are far better. Had the brownie pancake and it tasted amazing. Wonderful options of pancake syrups too. Had tried their non veg mexican omlette (stuffed) and it was amazing as well.,However some of their other dishes such as the eggs benedict were slightly disappointing but such dishes are mostly an exception.,Overall I would recommend highly for their flavoured pancakes but the prices are exorbitantly high. 450 bucks for a stack of two pancake or for that matter any other dish you try is 450/500+ is cost including their burgers. Rating it...,read more"
" Shop 113, Sector 9-10 Dividing Road, Sector 10, Faridabad","Sector 10, Faridabad",0,No,Rs. 600,North Indian,"3,626",355,,,1,,,"4.0,4.0",https://www.zomato.com/ncr/smugglers-sector-10-faridabad,"Smugglers
                                    ",Quick Bites,"5.0,3.0,5.0,3.0,1.0","Recently tried chicken roll from here.. I must say they beaten up rolls king for that. Just in 130 u get amazing roll full of juicy chicken with very thin rumali roli. Just amazing,Afgani chicken and tandoori chicken are delicious. I have been taking takeaways from here for last one year and haven't had a bad experience once,Quantity is short and no salad packed, no disposal and mouth freshener in the packet"
" 403, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Kalyan Nagar,0,No,Rs. 300,"Beverages,, ,Fast Food,, ,Bakery",48,43,,,1,,,"4.0,3.9",https://www.zomato.com/bangalore/the-juice-shop-juicery-and-kitchen-kalyan-nagar-bangalore,"The Juice Shop - Juicery And Kitchen
                                    ",Quick Bites,"5.0,5.0,5.0,5.0,5.0",
" 162, Ground Floor, 6th Cross, Kammanahalli, Bangalore",Kammanahalli,0,Yes,Rs. 400,"Chinese,, ,Seafood",31,42,,,1,,,"4.0,3.9",https://www.zomato.com/bangalore/hakkava-chinese-restaurant-kammanahalli-bangalore,"Hakkava Chinese Restaurant
                                    ",Quick Bites,"5.0,5.0,4.0,5.0,5.0","After days I have eaten some authentic Chinese food. Really loved it. And believe me it was less oily too which I liked the most.,It's a nice small, cozy place. The ambience and the positive attitude of the staff and the owners made me feel welcomed. The food was great and affordable. I tried Chicken Kway-Teow (9 out of 10) and Chilli Garlic Burnt Fried Rice Chicken (8 out of 10) along with their sauces and I'd definitely want to visit again. And their quantity is great, we overate and we still had some food left.,Pro: The owners are very sweet and they'd personally make sure that you're being taken care of. :)"
" 26, Pearl Crest, ESI Hospital Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,0,Yes,"Rs. 1,000",Healthy Food,,,,,1,,,,https://www.zomato.com/bangalore/ketogenic-foods-by-infinitea-indiranagar-bangalore,"Ketogenic Foods - By Infinitea
                                    ",Healthy Food,5.0,
" 1, Chinnappa Layout, 2nd Cross, 5th Main, Kammanahalli, Bangalore",Kammanahalli,0,No,Rs. 150,Arabian,"1,949",,,,1,,,3.5,https://www.zomato.com/bangalore/arabian-shawarma-kammanahalli-bangalore,"Arabian Shawarma
                                    ",Kiosk,"4.0,1.0,1.0,1.0,1.0",
" 178/10, 3rd B Cross, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Koramangala 1st Block,0,Yes,Rs. 650,"Healthy Food,, ,Salad,, ,Continental,, ,Desserts,, ,Beverages","3,583",,30,Best of Hyperpure,1,,,3.6,https://www.zomato.com/bangalore/vegan-heat-koramangala-1st-block,"Vegan Heat
                                    ",Healthy Food,"5.0,5.0,5.0,1.0,5.0","Hard working and sincere founder who personally called me and clarified all my concerns . Beautiful food ( Couldn't almost believe the taste ❤ ) . Perfect find for Vegans .,Not only for vegans alone, their Chinese is better than anything else iv tried! This is my weekly late- night craving go- to place! Also, their kombucha is a must try!,Guys, don’t fall for the name. The food was loaded with oil and the worst part is that the jalapeño balls sent to me were from the fridge. Imagine getting a fried item, ice cold. When I called they said they can’t do much about it. Calling a place vegan does not mean it’s healthy, hygienic and ethical.,Tempeh Burger, Peanut Butter & Chocolava Jar and Cococut Water Kefir are the bomb!"
" Shop 608, Krishna Market, Chakkarpur, MG Road, Gurgaon","MG Road, Gurgaon",0,Yes,Rs. 200,"Momos,, ,Chinese","1,462",82,,,1,,,"3.5,3.3",https://www.zomato.com/ncr/sikkim-downtown-chinese-fastfood-mg-road-gurgaon,"Sikkim Downtown Chinese Fastfood
                                    ",Quick Bites,"1.0,5.0,5.0,5.0,5.0",
